listing_id,url,property_type,price_azn,area_m2,rooms,floor,total_floors,building_type,renovation,has_kupca,has_mortgage,city,district,settlement,metro_station,landmark,latitude,longitude,seller_type,description
6359118,https://bina.az/items/6359118,menziller/kohne-tikili,210000.00,63.00,3,2,5,kohne tikili,temirli,t,f,Bakı,Yasamal,Yasamal,Elmlər Akademiyası,Merida Premium,,,agent,"🏠 ZƏRİFƏ ƏLİYEVA LİSEYİNİN YANINDA 3 OTAQLI MƏNZİL SATILIR!

📍 Akademik Zərifə Əliyeva adına liseyin yanında yerləşən 5 mərtəbəli daş binanın 2-ci mərtəbəsində mənzil satışa çıxarılıb. Liseyin H. Cavid prospektində yerləşməsi lokasiyanın əlverişliliyini artırır. (Akademik Zərifə Əliyeva adına lisey)

🔹 Sahə: 63 kv.m
🔹 Otaq sayı: 3 otağa düzəlmə
🔹 Mərtəbə: 2/5
🔹 Sənəd: Kupça
🔹 Qiymət: 210.000 AZN

 Əlverişli lokasiya, yaşayış və investisiya üçün ideal seçim.

📞 Ətraflı məlumat və mənzilə baxış üçün əlaqə saxlayın!!!"
4076302,https://bina.az/items/4076302,menziller/yeni-tikili,880600.00,259.00,5,14,15,yeni tikili,temirsiz,t,t,Bakı,Nəsimi,Kubinka,Nizami,Beşmərtəbə,,,agent,"Winter City Group tərəfindən tikilən 10 bloklu, çıxarışlı və hazır olan layihə “Malibo Residence”- yüksək həyat standartlarına cavab verən unikal yaşayış kompleksidir.
Kompleksin strukturu incə memarlığı ilə tamamilə fərqlənir, belə ki, keramaqranit ilə bəzədilmiş fasad binaya xüsusi unikallıq verir.
“Malibo Residence"" layihəsini yaratmaqda məqsəd dünya standartlarını burada tətbiq etmək və müasir dəbdəbəli görünüşə malik olan bir kompleks yaratmaqdır.

Daxili infrastruktur:

•12.800 m2  geniş və yaşıl həyət
•3.6 m olan hündür tavanlar 
•Yeraltı 2 mərtəbəli parkinq
•Qonaqlar üçün ayrılmış xüsusi parkinq
•Otel üslublu lobbilər
•24/7 konsyerj və təhlükəsizlik xidməti
•İtalyan üslublu keramaqranit fasad
•SPA
•Fitness mərkəz
•Qapalı üzmə hovuzu
•Uşaq oyun meydançası
•Velosiped zolağı 
•Futbol və basketbol meydançası
•Ağıllı kompleks sistemi (Üz tanıma sistemi ; QR code)
•Mənzillərin sərbəst planlaşdırılması
•Sürətli “OTİS” liftləri , 1 ədəd sərnişin və 1 ədəd yük lifti
•Alman istehsalı “Schuco” şüşə paketləri
•Mərkəzləşdirilmiş yanğın əleyhinə sistem
•Mərkəzləşdirilmiş su filtrasiya sistem
•Yüksək sürətli internet, kabel TV

Sizə nağd , daxili kredit və ya ipoteka şərtləri ilə təklif edilir.

Daxili kredit şərtləri: 
6 ay faizsiz daxili kredit (ilkin ödəniş 50%)

İpoteka kredit şərtləri:
Beynalxalq bank və Kapital bank vasitəsi ilə daxili ipoteka verilir.

İlkin ödəniş – 20%
Müddət – 10 və 20 ilədək
İllik faiz dərəcəsi – 9-11%

100% ödənişdə əlavə endirim imkanı.
"
5044379,https://bina.az/items/5044379,menziller/yeni-tikili,416000.00,104.00,2,4,15,yeni tikili,temirli,t,t,Bakı,Nəsimi,,Nizami,Beşmərtəbə,,,agent,"''Malibo Residence” – Yüksək Həyat Standartlarını Təqdim Edən Unikal Yaşayış Kompleksi

Winter City Group tərəfindən tikilən və 10 blokdan ibarət olan “Malibo Residence” layihəsi müasir dəbdəbə və rahatlığı özündə birləşdirən unikal yaşayış kompleksidir. Çıxarışlı və tam hazır vəziyyətdə olan bu layihə, yüksək həyat standartlarına cavab verən infrastrukturu və incə memarlıq üslubu ilə seçilir. Keramaqranitlə bəzədilmiş fasad kompleksi daha da fərqləndirərək ona xüsusi estetik görünüş bəxş edir.

Layihənin Məqsədi

“Malibo Residence” layihəsinin əsas məqsədi – dünya standartlarını tətbiq edərək müasir və dəbdəbəli yaşayış şəraiti yaratmaqdır.

Daxili İnfrastruktur

✅ 12.800 m² geniş və yaşıl həyət
✅ 3.6 m hündür tavanlar
✅ Yeraltı 2 mərtəbəli parkinq
✅ Qonaqlar üçün ayrılmış xüsusi parkinq
✅ Otel üslublu lobbilər
✅ 24/7 konsyerj və təhlükəsizlik xidməti
✅ İtalyan üslublu keramaqranit fasad
✅ SPA və fitness mərkəzi
✅ Qapalı üzmə hovuzu
✅ Uşaq oyun meydançası
✅ Velosiped zolağı
✅ Futbol və basketbol meydançası
✅ Ağıllı kompleks sistemi (Üz tanıma sistemi və QR kod)
✅ Mənzillərin sərbəst planlaşdırılması
✅ Sürətli OTİS liftləri (1 sərnişin və 1 yük lifti)
✅ Alman istehsalı Schuco şüşə paketləri
✅ Mərkəzləşdirilmiş yanğın əleyhinə sistem
✅ Mərkəzləşdirilmiş su filtrasiya sistemi
✅ Yüksək sürətli internet və kabel TV

Nağd ödəmələrdə əlavə endirim imkanı
İpoteka kredit şərtləri:
🔹 Beynəlxalq Bank və Kapital Bank vasitəsilə daxili ipoteka
🔹 İlkin ödəniş – 20%
🔹 Müddət – 10 və 20 ilədək
🔹 İllik faiz dərəcəsi – 9% - 11%"
6312627,https://bina.az/items/6312627,menziller/yeni-tikili,239000.00,60.00,2,2,17,yeni tikili,temirli,t,f,Bakı,Nərimanov,,,Təhsil Nazirliyi,,,agent,"Zümrüd Residence Gənclik
2 otaq 
60 kvm
17/2
239.000 azn
Kupça"
6366069,https://bina.az/items/6366069,menziller/yeni-tikili,280000.00,90.00,2,5,16,yeni tikili,temirli,t,t,Bakı,Nəsimi,,,Koala parkı,,,agent,"Diqqet Ekskluziv Variant !!!
Qiymet endirildi Satis Tecili !!!
Nesimi Bazari ve Koala Park yaxinligi 
Yeni tikili Premium Rezidenslerin birinde Radnoy 2 otaqli menzil tecili satilir
Binada Qaz Su İsiq Lift Qaraj daimi 
Sened - Kupca 
Qiymet - 280 000 Azn 
Ofis Haqqi - 1% Faiz !!!"
4076369,https://bina.az/items/4076369,menziller/yeni-tikili,909500.00,267.50,5,9,15,yeni tikili,temirsiz,t,t,Bakı,Nəsimi,Kubinka,Nizami,Beşmərtəbə,,,agent,"Winter City Group tərəfindən tikilən 10 bloklu, çıxarışlı və hazır olan layihə “Malibo Residence”- yüksək həyat standartlarına cavab verən unikal yaşayış kompleksidir.
Kompleksin strukturu incə memarlığı ilə tamamilə fərqlənir, belə ki, keramaqranit ilə bəzədilmiş fasad binaya xüsusi unikallıq verir.
“Malibo Residence"" layihəsini yaratmaqda məqsəd dünya standartlarını burada tətbiq etmək və müasir dəbdəbəli görünüşə malik olan bir kompleks yaratmaqdır.

Daxili infrastruktur:

•12.800 m2  geniş və yaşıl həyət
•3.6 m olan hündür tavanlar 
•Yeraltı 2 mərtəbəli parkinq
•Qonaqlar üçün ayrılmış xüsusi parkinq
•Otel üslublu lobbilər
•24/7 konsyerj və təhlükəsizlik xidməti
•İtalyan üslublu keramaqranit fasad
•SPA
•Fitness mərkəz
•Qapalı üzmə hovuzu
•Uşaq oyun meydançası
•Velosiped zolağı 
•Futbol və basketbol meydançası
•Ağıllı kompleks sistemi (Üz tanıma sistemi ; QR code)
•Mənzillərin sərbəst planlaşdırılması
•Sürətli “OTİS” liftləri , 1 ədəd sərnişin və 1 ədəd yük lifti
•Alman istehsalı “Schuco” şüşə paketləri
•Mərkəzləşdirilmiş yanğın əleyhinə sistem
•Mərkəzləşdirilmiş su filtrasiya sistem
•Yüksək sürətli internet, kabel TV

Sizə nağd , daxili kredit və ya ipoteka şərtləri ilə təklif edilir.

Daxili kredit şərtləri: 
6 ay faizsiz daxili kredit (ilkin ödəniş 50%)

İpoteka kredit şərtləri:
Beynalxalq bank və Kapital bank vasitəsi ilə daxili ipoteka verilir.

İlkin ödəniş – 20%
Müddət – 10 və 20 ilədək
İllik faiz dərəcəsi – 9 -11%

100% ödənişdə əlavə endirim imkanı"
6366061,https://bina.az/items/6366061,menziller/kohne-tikili,185000.00,60.00,3,2,5,kohne tikili,temirli,t,f,Bakı,Nəsimi,,28 May,Azərbaycan Dövlət Neft və Sənaye Universiteti,,,agent,"28 May metro stansiyasının yaxınlığında, Nizami küçəsi üzərində yerləşən 5 mərtəbəli binanın 2-ci mərtəbəsində 60 kvadratmetr sahəsi olan 3 otaqlı mənzil satışa çıxarılır.

Mənzil köhnə təmirlidir. Qaz, su və işıq daimidir. Sənədi kupçadır. Bina kooperativ tikili olub, Stalin layihəlidir.

Mənzil şəhərin ən mərkəzi və prestijli ərazilərindən birində yerləşir. Bu qiymətə həmin ərazidə mənzil tapmaq demək olar ki, mümkün deyil.

Nəzərinizə çatdırırıq ki, mənzil hazırda bu qiymətə təmirsiz vəziyyətdə satılır. Təmir işləri tamamlandıqdan sonra mənzilin qiyməti dəyişəcəkdir.

Ətraflı məlumat üçün əlaqə saxlayın."
6366077,https://bina.az/items/6366077,menziller/yeni-tikili,115000.00,59.00,2,2,4,yeni tikili,temirli,t,t,Bakı,Abşeron,Masazır,,,,,agent,"Abşeron rayon Masazır qəsəbəsi.Yaxinliginda Məktəb Baxça fəaliyyət göstərir.Su İşıq Qaz daimidır.Bina 4 mertebelidir,Mənzil ise 2 ci mərtəbədir.Senedleri tam qaydasindadir(Kupça var).Menzilde esyalar qalacaqdir.Qanuni 2 Otaqli."
6282585,https://bina.az/items/6282585,menziller/yeni-tikili,150000.00,31.00,1,16,20,yeni tikili,temirsiz,t,t,Bakı,Nəsimi,,,ASAN Xidmət №1,,,agent,"📍 **Nəsimi rayonu, Melissa Azadlıq Yaşayış Kompleksi**

Kompleksin **20 mərtəbəli binasının 16-ci mərtəbəsində** yerləşən, **31 kv.m sahəsi olan 1 otaqlı mənzil** satışa təqdim olunur.

Mənzil podmayakdır zövqə uyğun təmir etdirə bilərsiniz

**Üstünlükləri:**

* ✅ Qaz, su və işıq daimidir
* ✅ Sürətli və müasir liftlər
* ✅ Girişdə sensor təhlükəsizlik sistemi
* ✅ Geniş, abad və yaşıllıqla əhatə olunmuş həyət
* ✅ Uşaq oyun və istirahət sahələri
* ✅ Yeraltı parkinq
* ✅ 24/7 mühafizə xidməti

Kompleks şəhərin əlverişli nöqtəsində yerləşir. Yaxınlığında məktəblər, uşaq bağçaları, supermarketlər, apteklər, restoranlar, avtobus dayanacaqları və digər vacib sosial obyektlər mövcuddur. Rahat nəqliyyat imkanları sayəsində şəhərin istənilən istiqamətinə asan çıxış təmin edilir.

Həm şəxsi yaşayış, həm də kirayə məqsədilə investisiya üçün ideal seçimdir.
Şirkət haqqı alıcı tərəfindən 1%"
6269508,https://bina.az/items/6269508,menziller/yeni-tikili,205000.00,90.00,3,9,19,yeni tikili,temirli,f,f,Bakı,Yasamal,Yeni Yasamal,,,,,agent,"Satılır – Yeni Yasamalda 3 otağa düzəlmə mənzil | 90 m² | 220 000 AZN

Yeni Yasamal qəsəbəsində yerləşən 19 mərtəbəli yaşayış binasının 9-cu mərtəbəsində, ümumi sahəsi 90 m² olan 3 otağa düzəlmə mənzil satışa təqdim olunur.

Mənzilin üstünlükləri:

Geniş və işıqlı otaqlar
Rahat və funksional layihə
Yaşayış üçün əlverişli bina
İnfrastruktur baxımından əlverişli ərazi

Qiymət: 205 000 AZN

Mənzil haqqında ətraflı məlumat almaq və baxış keçirmək üçün zəng edərək əlaqə saxlaya bilərsiniz.

Ofis haqqı: 1%."
6366081,https://bina.az/items/6366081,menziller/yeni-tikili,438000.00,86.00,2,7,17,yeni tikili,temirli,t,t,Bakı,Yasamal,,Elmlər Akademiyası,Merida Premium,,,agent,"🏢SATILIR – Premium Mənzil!

📍 Elmlər Akademiyası ""Renessans Palace"" Zahid Xəlilov küçəsi

Şəhərin ən prestijli və tələb olunan ərazilərindən birində yerləşən, geniş sahəyə malik tam hazır mənzil satışdadır.

🏡 2 otaq 
📐 86 m² 
🏢 17 mərtəbəli binanın 7-ci mərtəbəsi
📃 Kupça (Çıxarış) var

🛋️ Mənzildəki əşyalar qiymətə daxildir. Təmirli və yaşayış üçün tam hazır vəziyyətdədir.

💰 Qiymət: 438.000 ₼

🔹 Geniş və işıqlı otaqlar
🔹 Prestijli bina
🔹 Rahat yaşayış üçün ideal planlama
🔹 Həm yaşayış, həm də gəlirli investisiya üçün əla seçim
🔹 Binada - 3 mərtəbə yeraltı dayanacaq
🔹 3 ədəd Mitsubishi lift
🔹 2 hektar geniş və qapalı həyət"
6105753,https://bina.az/items/6105753,menziller/yeni-tikili,2400000.00,165.00,3,23,27,yeni tikili,temirli,t,t,Bakı,Xətai,Ağ şəhər,Şah İsmayıl Xətai,Təhsil Nazirliyi,,,agent,"THE RITZ CARLTON
Ilkin odeniw-1074000 AZN
ayliq odeniw-27625 azn(48 ay)
Kredit odeniwine interval var
Alan adam krediti 2027 ci ilin yanvar ayinan etibaren odemeye bawlayacaq.
Faizsiz kredit muddetidir.
Aliciya ev sahibi terefinnen 2 eded qaraj hediye olunacaqdir.
Denize bir bawa ponarama."
6366088,https://bina.az/items/6366088,menziller/kohne-tikili,185000.00,60.00,2,5,5,kohne tikili,temirli,t,f,Bakı,Nərimanov,,Nəriman Nərimanov,Nəriman Nərimanov parkı,,,agent,"🏡 NƏRİMANOVDA STALİNKADA 2 OTAQLI MƏNZİL SATILIR! 🔑✨

📍 Ünvan: Nəriman Nərimanov metrosunun tam çıxışında, Oksigen Klinikasının arxasında yerləşən ərazidə.

🏢 Mənzil klassik “Stalinka” layihəli 5 mərtəbəli binanın 5-ci mərtəbəsində yerləşir.

🔹 Qanuni 2 otaqlı
🔹 Ümumi sahə: 65 m²
🔹 5/5 mərtəbə
🔹 Sənəd: Çıxarış (Kupça) 📄
🔹 Mənzil zəif təmirlidir — yeni sahib öz zövqünə uyğun təmir edib rahat və müasir mənzilə çevirə bilər. 🛠️🏠

💡 Kommunal şərait:
✅ Su daimidir
✅ İşıq daimidir
✅ Qaz daimidir
🔥 İstilik sistemi mərkəzidir

📍 Ərazinin üstünlükləri:
🚇 Nəriman Nərimanov metrosunun düz çıxışında
🏥 Oksigen Klinikasına yaxın
🏫 Məktəblər yaxınlıqda
👶 Uşaq bağçaları mövcuddur
🛒 Supermarketlərə yaxın
🍽️ Müxtəlif iaşə obyektləri
🛍️ Gündəlik tələbat üçün bütün zəruri xidmətlər ətrafda

✨ Mənzil həm yaşayış, həm də investisiya üçün əlverişli lokasiyada yerləşir. Metroya yaxınlığı, geniş sahəsi və çıxarışının olması mənzilin əsas üstünlüklərindəndir.

XAHİŞ OLUNUR CİDDİ ŞƏXSLƏR ƏLAQƏ SAXLASIN….

OFİS HAQQI : 1% TƏŞKİL EDİR…"
6200517,https://bina.az/items/6200517,menziller/yeni-tikili,228000.00,61.00,2,6,18,yeni tikili,temirli,t,t,Bakı,Nəsimi,,,ASAN Xidmət №1,,,agent,"İPOTEKAYA YARARLI..
Nəsimi rayonu, Tibb Universiteti, 1 Saylı Asan Xidmət mərkəzi, Ege Hospitala yaxın, Azadlıq Baxcalı Evlər yaşayış kompleksində 2 otaqlı studio tipli mənzil satılır.
Mənzildə qaz,su,işıq daimidir.
Bina 24/7 mühafizə və təhlükəsizlik xidməti ilə təmin edilmişdir.Binanın səliqəli və qapalı həyəti, yeraltı parkinqi var.
Binada sakinlərin təhlükəsizliyi və istirahəti üçün hər bir şərait mövcuddur.
Çox gözəl həyəti: uşaq meydancası, idman meydançası, besedkalar mövcuddur.
Çox sakit həyət.İnfrastruktur cəhətdən çox əlverişli ərazidə yerləşir.
Yaxında məktəblər, parklar, supermarketlər, klinikalar, metro və avtobus dayanacaqları və digər iaşə obyektləri mövcuddur.
Şirkət haqqı alıcı tərəfindən 1%"
6366089,https://bina.az/items/6366089,menziller/kohne-tikili,191000.00,80.00,3,2,5,kohne tikili,temirli,t,f,Bakı,Yasamal,,Elmlər Akademiyası,ASAN Xidmət №3,,,agent,"🔥 **TƏCİLİ EV SATILIR!** 🔥

📍 Qiymət Sondur

🏠 Mənzil **qismən əşyalı** satılır.
📍 Ətrafı çox əlverişli və infrastrukturu zəngindir.
🏫 Yaxınlıqda **məktəb və bağça**
🛒 **Market və mağazalar**
🌳 Musabəyov parkı piyada məsafəsində

Ailə üçün yaşayış baxımından çox əlverişli ərazidir.

📞 Ətraflı məlumat və baxış üçün əlaqə saxlayın.
"
6365049,https://bina.az/items/6365049,menziller/yeni-tikili,455000.00,160.00,3,2,16,yeni tikili,temirli,t,t,Bakı,Yasamal,,Elmlər Akademiyası,İncəsənət və Mədəniyyət Un.,,,agent,"TƏCİLİ SATILIR! Elmlər Akademiyası metrosu yaxınlığında geniş 3 otaqlı mənzil

Elmlər Akademiyası metrosunun yaxınlığında yerləşən yeni tikili binada geniş və rahat planlaşdırılmış 3 otaqlı mənzil satışa çıxarılıb.

🏡 Ümumi sahə: 160 kv.m
🛏️ Otaq sayı: 3
🏢 Yeni tikili
💰 Qiymət: 455.000 AZN

Mənzil geniş sahəsi və rahat planlaşdırılması ilə ailəvi yaşayış üçün ideal seçimdir. Əlverişli lokasiyası, metroya və şəhərin əsas infrastrukturlarına yaxınlığı əlavə üstünlük yaradır.

📍 Elmlər Akademiyası metrosuna, BDU-ya, məktəblərə, supermarketlərə, restoranlara və digər zəruri obyektlərə yaxın ərazidə yerləşir.

📞 Ətraflı məlumat və mənzilə baxış üçün əlaqə saxlaya bilərsiniz.

Ofis xidmət haqqı: 1%"
6366092,https://bina.az/items/6366092,menziller/kohne-tikili,132000.00,55.00,2,9,9,kohne tikili,temirli,t,f,Bakı,Suraxanı,Yeni Günəşli,,,,,agent,"İPOTEKAYA  YARARLIDIR.! Yeni Günəşli qəsəbəsi,AB –yaşayış massivi Şəfəq mərasim evinin,275,279 nömrəli tam orta məktəblərin yaxın. 9 mərtəbəli Kiyev layihəli binanın 9-cu mərtəbəsində ümumi sahəsi 55  kv.m. olan yaxşı təmirli qanuni 2 otaqlı mənzil Əşyaları ilə birlikdə  (Texnika xaric) satılır.Sənədləri qaydasındadır,çıxarış(kupça) var.Su,  içığ,qaz,lift,internet daimidir.Bina əsas yolun kənarında yerləşir.  Dayanacağa yaxındır.İnfrastruktur baxımdan əla bir ərazidə yerləşir, hər bir yerə yaxındır.Real alıcıya yerində qiymətində endirim olunacaq."
6284407,https://bina.az/items/6284407,menziller/kohne-tikili,217000.00,50.00,2,6,9,kohne tikili,temirli,t,f,Bakı,Nərimanov,,Gənclik,Respublika stadionu,,,agent,"Badamlının binası qanuni 2 otaq yaxşı təmirli 6 cı mərtəbə mənzil satılır
hazır kirayəsi var 750 manat
qiymətdə yaxşı endirim olacaq real alıcıya 
ipotekaya düşmur 
buyurub zəng edə bilərsiz"
6365674,https://bina.az/items/6365674,menziller/yeni-tikili,525000.00,180.00,4,12,17,yeni tikili,temirli,t,t,Bakı,Nəsimi,,Nizami,Qış parkı,,,agent,"TECILI SATILIR !!!
Menzil 28 May ve Nizami metrolari,Qis parki ve Zabitler parki,
Azerbaycan Diller Uni yaxinliginda yerlesir.Menzil 17 mertebeli binanin
12 ci mertebesinde cixarisli,kupcali 4 otaq 2 s/q 180 kvm ibaretdir.
Menzil esyali satilir !!!
 Təmiri yaxşıdır, mətbəxdə və hamamda isti pol, kombi istilik sistemi.  Evdə heç bir problem yoxdur, iki lifti var. 
Qaz, su, işıq daimidir.
Bina 24/7 mühafizə və təhlükəsizlik xidməti ilə təmin edilmişdir.İnfrastruktur cəhətdən çox əlverişli ərazidə yerləşir.
Yaxında məktəblər, parklar, supermarketlər, klinikalar, metro və avtobus dayanacaqları və digər iaşə obyektləri mövcuddur.
Şirkət haqqı alıcı tərəfindən 1%"
6365648,https://bina.az/items/6365648,menziller/yeni-tikili,118500.00,70.00,3,15,20,yeni tikili,temirli,t,t,Xırdalan,Abşeron,,,,,,agent,"TECILI SATILIR !!!
Menzil Abseron Gencler Seherciyinde RIyad Ticaret Merkezinin yaxinliginda yerlesir.Menzil 20 mertebeli binanin 15 ci mertebesinde 
3 otaq cixarisli,kupcali 70 kvm ibaretdir.
Menzilde gorduyunuz butun esyalar qalacaq.
Qaz, su, işıq daimidir.
Bina 24/7 mühafizə və təhlükəsizlik xidməti ilə təmin edilmişdir.İnfrastruktur cəhətdən çox əlverişli ərazidə yerləşir.
Yaxında məktəblər, parklar, supermarketlər, klinikalar, metro və avtobus dayanacaqları və digər iaşə obyektləri mövcuddur.
Şirkət haqqı alıcı tərəfindən 1%"
6366108,https://bina.az/items/6366108,menziller/kohne-tikili,161000.00,65.00,2,4,5,kohne tikili,temirli,t,t,Bakı,Nizami,8-ci kilometr,Xalqlar Dostluğu,Laçın Ticarət Mərkəzi,,,agent,"TƏCİLİ SATILIR – XALQLAR DOSTLUĞU METROSU YAXINLIĞINDA!

📍 Nizami rayonu, Xalqlar Dostluğu metrosu yaxınlığında yerləşən 5 mərtəbəli daş Leninqrad layihəli binanın 4-cü mərtəbəsində, orta blokda yerləşən qanuni 2 otaqlı mənzil satışa təklif olunur.

✨ Mənzil haqqında:
🔹 Qanuni 2 otaq
🏢 Daş bina
📍 4/5 mərtəbə, orta blok
📄 Sənəd: Kupça (Çıxarış)
🏦 Dövlət ipotekasına tam yararlıdır
👤 Qeydiyyatda heç kim yoxdur
🔥 Mərkəzi istilik sistemi
💧 Qaz, su, işıq daimidir

💰 Hal-hazırda mənzil 450 AZN-ə kirayədədir. Həm yatırım, həm də gəlir əldə etmək istəyənlər üçün əla seçimdir.

🌳 Məhəllə dövlət tərəfindən 24/7 abadlaşdırılır. Ətrafda məktəb, bağça, market və digər bütün vacib infrastruktur mövcuddur.

💎 Bu qiymətə bu ərazidə daş binada belə mənzil tapmaq demək olar ki, mümkün deyil!

📞 Ətraflı məlumat və mənzilə baxış üçün əlaqə saxlayın.

💼 Vasitəçi xidmət haqqı: 1%"
5568119,https://bina.az/items/5568119,menziller/yeni-tikili,339000.00,136.00,4,11,19,yeni tikili,temirli,t,t,Bakı,Xətai,,,,,,agent,"ƏŞYASIZ QİYMƏT : 339000💥                                  Ev haqqında ətraflı məlumat üçün qeyd olunan nömrə ilə əlaqə saxlayın. Ev təmirli evdir hal hazırda yaşayışda var. elektrik su işiq qaz internet 7/24 işlək vəziyyətdədir, evin 3 otağı   şəhərə və dənizə baxır 1 otağı isə binanın həyyətinə baxır, həyyətində uşaqlar ücün əyləncə parkı , idman kompleksi, football stadyonu və.s . Mətbəx ,hamam ,wc sində isti poll var digər otaglar kombi ilə təchiz olunub. Hər otağın kondinsoner tokları və yerləri hazır və işlək vəziyyətdədir , əlavə olarag 2 yatağ otağı, 2 zall ,1 mətbəx, 1 skladı və tuvallet ve hamamı ayrı ayrıdır. Ofis haqqi 1%"
6366114,https://bina.az/items/6366114,menziller/kohne-tikili,210000.00,60.00,2,4,5,kohne tikili,temirli,t,f,Bakı,Yasamal,,Nizami,Dövlət Statistika Komitəsi,,,agent,"EKSKLUZİV TƏKLİF!!! NİZAMİ,STATİSTİKA,MÜŞVİQ BAĞI,MƏHŞUR BİNA,STALİNKA,SKVAZNOY,YÜKSƏK TAVAN,2 OTAQ,KUPÇALI!!!

Nizami ərazisi,Statistika dairəsində yerləşən,Müşviq bağının üstündəki,Məhşur binada,sahəsi 60 kv olan,2 otaqlı mənzil satılır.Təbii qazı,işığı və suyu daimidir.Mənzil orta təmirlidir.Mənzil radnoy 2 otaqlıdır.Mənzilin daxili yüksək tavanlıdır.Mənzil skvaznoydur.Qeyd edimki bu binada hər zaman satışa mənzil çıxmır.Mənzilin sənədi isə KUPÇADIR!!! ALICI ÜÇÜN OFİS XİDMƏT HAQQI 1% TƏŞKİL EDİR!!! REAL ALICILAR ƏLAQƏ YARATSIN!!!"
6366119,https://bina.az/items/6366119,menziller/yeni-tikili,66500.00,47.50,2,17,17,yeni tikili,temirli,f,f,Xırdalan,,,,,,,agent,EŞYYALI SATILIR XALADENİK TELVİZOR KONDİSONER VE BALACA SKAF TERMO GÖTÜRÜLÜCEK QALAN EŞYALAR HAMSİ QALIR ALAN ŞEXSE ABOY DEYŞİLİB VERİLİCEK QİYMETLE BAĞLI RAZILASMA OLACAĞ. 17 mertebe qazlı bina üstü beton dur. 
6366121,https://bina.az/items/6366121,menziller/yeni-tikili,236000.00,66.00,2,5,18,yeni tikili,temirli,f,f,Bakı,Xətai,,Şah İsmayıl Xətai,,,,agent,"🌟 Xətaidə əlverişli qiymətə 2 otaqa duzelme mənzil – fürsəti qaçırmayın!

📍 Xətai metrosu , Bravonun yani 18 mərtəbəli binanın 5-ci mərtəbəsində yerləşən 66 m²-lik, 2 otağa duzelme təmirli mənzil satılır.

🏡 Mənzil çox rahat planlaşdırılıb – günəş işığı görür, havası təmiz və sakit məhəllədə yerləşir.Binanın həyəti səliqəli, mehriban qonşuları,ailə üçün ideal seçimdir.

📌 Yaxınlıqda:
• Məktəb və uşaq bağçası
• Marketlər və dayanacaq
• Metroya və əsas yollara rahat çıxış

✨ Mənzil həm yaşayış üçün, həm də investisiya məqsədi ilə ideal seçimdir.
💰 Qiymət: (236.000)"
6366120,https://bina.az/items/6366120,menziller/kohne-tikili,190000.00,80.00,3,8,9,kohne tikili,temirli,t,f,Bakı,Xətai,Əhmədli,Həzi Aslanov,,,,agent,"Salam 
Radnoy 3 otaq, metronun cıxışnda.
İpatekaya yararlı.
Bina abad. Su dayimi. Qiymetdə danşıq yeri var."
6302141,https://bina.az/items/6302141,menziller/kohne-tikili,208000.00,59.00,2,4,5,kohne tikili,temirli,t,f,Bakı,Nəsimi,,,Neftçi bazası,,,agent,"Azadlıq prospektiyle Teymur Eliyevin kesişmesinde. 
5 mertebenin 4cü mertebesi.
 2ilin remontudu. 
Tecili satılır. 
Ekspimental proyekt, merkezi isitme, pol parket. 
Keyfiyyetli teemir olunub."
6336995,https://bina.az/items/6336995,menziller/kohne-tikili,168000.00,89.00,2,3,9,kohne tikili,temirli,t,t,Bakı,Xətai,,Xalqlar Dostluğu,,,,agent,"Xalqlar Dostluğu və Əhmədli metrolarının arasında, Sərhədçi İdman Kompleksinin yaxınlığında mənzil satışdadır!

📍 Yerləşmə: Xalqlar Dostluğu və Əhmədli metrolarının ortasında, Sərhədçi İdman Kompleksinin yanında.

🏡 Kiyev layihəli bina
🛏️ Qanuni 2 otaqlı mənzil
🏢 9 mərtəbəli binanın 3-cü mərtəbəsi
📜 Çıxarış (kupça) var
🏦 İpotekaya tam yararlıdır
Ərazi geniş infrastruktura malikdir. Yaxınlıqda məktəb, uşaq bağçası, marketlər, park və digər zəruri obyektlər yerləşir. Həm yaşayış, həm də investisiya üçün əlverişli seçimdir.

📞 Ətraflı məlumat və mənzilə baxış üçün əlaqə saxlayın.

Alıcıdan xidmət haqqı: 1%."
6366132,https://bina.az/items/6366132,menziller/yeni-tikili,240000.00,92.00,3,8,19,yeni tikili,temirli,t,f,Bakı,Nizami,,,,,,agent,"🏠 Xalqlar Dostluğu metrosu yaxınlığında 3 otaqlı mənzil satılır!

📍 Nizami rayonu, Xalqlar Dostluğu
📐 Sahə: 92 m²
🛏️ Otaq sayı: 3 otaq
🏢 Mərtəbə: 19 mərtəbəli binanın 8-ci mərtəbəsi
💰 Qiymət: 240 000 AZN

✨ Geniş və əlverişli planlanmaya malik mənzil. Ətraflı məlumat və baxış üçün əlaqə saxlaya bilərsiniz. 📞"
6366135,https://bina.az/items/6366135,menziller/yeni-tikili,552000.00,181.00,4,6,17,yeni tikili,temirsiz,f,f,Bakı,Nəsimi,,28 May,Səməd Vurğun parkı,,,agent,Nəsimi rayonu ərazisində inşa edilmiş Murad Residenciyada mənzil satılır.Ümumi sahəsi 181 kv metr olan mənzil satılır.
